WW_Type,Volume,COD_in,BOD_in,pH_in,Voltage,Power_Density,Coulombic_Efficiency,COD_out,BOD_out,pH_out,Reference,Category
2,5462,7192,4207,7.0252465269777815,0.838,977.71,28.7,537,187,7.1,Estimated Synergy (Co-digestion),Synthetic
1,2642,4003,2221,6.670837859377994,0.804,469.62,14.99,1411,716,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8797,3129,1845,8.821491595539033,1.542,656.29,25.9,842,441,7.4,Estimated Synergy (Co-digestion),Synthetic
1,9344,4509,2569,6.9471633893114655,0.8,688.31,13.49,1510,783,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,819,2074,1307,7.21559142772599,1.432,282.8,20.3,50,13,7.1,Estimated Synergy (Co-digestion),Synthetic
1,4307,5032,3326,6.230387052860202,0.538,549.89,11.4,2403,1488,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9218,6652,4608,6.491186873637513,0.767,540.81,19.13,754,384,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6141,6481,4512,7.889050785777609,0.61,543.05,23.59,1516,920,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8025,2808,1773,8.18243123398949,1.279,283.21,18.0,685,379,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,867,5895,3152,7.0836481769274355,0.73,326.9,14.62,1794,865,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,412,7684,4371,7.170886641638312,0.879,840.46,19.87,2804,1464,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8888,4147,2151,6.050014651798899,0.742,366.26,10.79,1485,705,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5020,4926,3408,8.554744200051712,0.782,459.52,18.61,2206,1424,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6270,2701,1634,6.598886422979753,0.741,360.19,10.81,736,396,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4035,6619,3775,7.320540986091579,0.687,2142.78,31.47,403,116,7.0,Estimated Synergy (Co-digestion),Synthetic
2,6084,3770,2413,6.167183957102953,1.634,1352.53,26.26,776,424,7.1,Estimated Synergy (Co-digestion),Synthetic
1,1492,4605,3135,6.002243125111593,0.605,427.76,15.67,2282,1460,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6313,3997,2266,8.856792043600116,0.589,459.18,15.07,1898,1008,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,700,4700,2781,6.544894265636466,0.507,233.11,14.99,1333,705,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5253,6898,4162,6.252639033531295,0.82,786.0,12.05,2551,1414,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,428,7491,5187,8.893464675071563,0.792,1408.49,31.1,2467,1552,7.2,Estimated Synergy (Co-digestion),Synthetic
0,5349,3316,1822,8.964041886196265,0.713,531.34,21.65,1218,615,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9119,6446,3525,6.058954448240543,0.746,1040.3,12.4,2827,1440,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2006,3564,1895,8.370249749914313,0.675,192.17,17.23,1412,694,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1528,6378,4397,7.219388153856217,1.676,1633.95,37.86,161,43,7.0,Estimated Synergy (Co-digestion),Synthetic
2,175,6326,4164,6.602734019056568,1.598,1976.69,23.86,569,250,7.0,Estimated Synergy (Co-digestion),Synthetic
0,5157,4775,3309,6.82062608700581,0.938,1237.08,25.15,618,329,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2886,2870,1779,7.025023721455362,1.729,628.63,29.18,159,45,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3557,3656,2387,7.455871902185146,0.574,609.25,17.4,356,161,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5020,4418,2777,8.287602113326605,1.023,399.57,13.11,1372,779,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3643,5175,3367,6.39741196902578,1.229,1447.9,19.6,945,513,7.3,Estimated Synergy (Co-digestion),Synthetic
2,5820,2941,2010,8.29370479127829,0.614,786.08,19.02,777,470,7.2,Estimated Synergy (Co-digestion),Synthetic
2,7235,3009,1923,6.289921752494614,0.872,743.21,31.25,442,225,7.2,Estimated Synergy (Co-digestion),Synthetic
1,4255,2527,1491,6.350949139155773,0.568,316.65,16.03,1185,654,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2333,4445,2693,7.753187764768372,1.597,926.43,33.61,731,362,7.0,Estimated Synergy (Co-digestion),Synthetic
1,1196,2928,2011,8.178183978187423,0.853,341.79,17.45,966,603,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4539,7972,4155,8.3352852203442,0.447,777.03,11.78,2457,1156,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2950,5824,3695,6.98628038266335,0.525,416.31,16.34,2178,1270,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4632,6924,3790,7.46783778315481,0.754,1322.06,31.92,632,232,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9436,5253,2819,8.462757640839001,0.818,476.98,16.86,1612,780,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,595,7143,4919,8.929468983443662,0.508,727.33,14.93,3227,2074,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4515,7959,4401,8.016178507985206,0.604,1220.42,18.03,884,356,7.3,Estimated Synergy (Co-digestion),Synthetic
2,5185,6694,3501,7.764378196403564,1.426,1299.36,34.95,1235,541,7.1,Estimated Synergy (Co-digestion),Synthetic
2,8505,5237,3286,8.405477699626545,1.064,1390.18,18.83,910,472,7.3,Estimated Synergy (Co-digestion),Synthetic
2,661,5981,3573,7.875274658059586,1.762,1483.32,28.2,1287,662,7.0,Estimated Synergy (Co-digestion),Synthetic
2,394,2020,1311,8.98685717886812,1.19,379.49,29.87,683,403,7.3,Estimated Synergy (Co-digestion),Synthetic
0,9575,4011,2397,7.222223644064057,1.732,297.64,17.35,854,438,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7362,4273,2893,6.030031231677409,1.437,729.94,19.01,780,441,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2369,7275,4204,6.72319303757021,0.585,1576.67,20.5,1213,575,7.0,Estimated Synergy (Co-digestion),Synthetic
1,1413,3070,1536,7.916017908361216,0.457,379.11,10.81,628,268,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7737,6841,3544,8.843569701760982,0.764,1587.97,22.28,2181,1023,7.2,Estimated Synergy (Co-digestion),Synthetic
0,6552,2992,1976,6.460238647167264,0.852,393.55,16.81,358,177,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2623,5582,3492,6.364115773645859,1.773,1848.12,24.9,928,475,7.4,Estimated Synergy (Co-digestion),Synthetic
2,6135,3618,2275,7.952173153001401,1.643,1597.26,34.79,788,427,7.2,Estimated Synergy (Co-digestion),Synthetic
1,2668,7423,4327,6.507609155031755,0.446,389.0,9.96,2616,1395,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9651,7735,4046,7.165892836821309,0.649,4459.75,33.32,119,40,7.4,Estimated Synergy (Co-digestion),Synthetic
2,6017,7141,3794,8.924280244008585,1.396,1866.02,31.09,2303,1109,7.1,Estimated Synergy (Co-digestion),Synthetic
0,478,5293,3356,7.993271359778033,0.905,828.87,29.98,937,493,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7273,3259,1982,8.411579658746469,0.916,189.89,18.68,897,486,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7877,6232,3293,7.16830404023302,1.696,832.35,31.68,383,103,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3089,2151,1235,6.053141551828167,1.357,235.47,27.95,542,274,7.2,Estimated Synergy (Co-digestion),Synthetic
0,1342,2347,1345,7.577839730704378,1.422,228.42,23.64,342,155,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1924,4491,2420,7.685844329979718,0.768,237.24,26.24,683,295,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6482,3415,1839,8.852234139638014,0.747,425.96,12.34,1297,643,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4359,5622,3284,6.283192427711578,0.401,498.83,18.18,1688,888,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2992,7534,4724,8.417291754879994,1.488,2595.46,23.98,1480,786,7.1,Estimated Synergy (Co-digestion),Synthetic
2,8687,7114,4366,8.762312548908227,1.574,2247.84,23.47,1490,783,7.3,Estimated Synergy (Co-digestion),Synthetic
0,2811,6752,4107,7.888271133351301,0.675,1194.72,24.57,1406,732,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1836,7142,4907,8.736622713747547,0.441,358.89,17.86,2269,1412,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9704,2667,1701,7.936787618249426,1.679,1202.5,27.39,272,122,7.1,Estimated Synergy (Co-digestion),Synthetic
2,8889,2391,1393,8.250482498863803,1.365,1231.95,22.2,480,238,7.1,Estimated Synergy (Co-digestion),Synthetic
2,1631,7481,4399,7.6463395777890355,1.619,2038.92,37.02,823,352,7.2,Estimated Synergy (Co-digestion),Synthetic
1,9865,4908,3377,6.143344094044216,0.502,771.84,13.24,2259,1453,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8693,2974,1787,8.965111700164712,0.793,166.42,15.27,1003,549,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3827,7511,4933,7.478688856753808,0.504,988.24,13.75,2097,1229,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,232,4838,2530,6.378412974048456,0.608,296.38,8.87,1590,755,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9608,2161,1499,7.452639418042925,0.667,864.19,35.66,90,17,7.2,Estimated Synergy (Co-digestion),Synthetic
1,6266,5629,3490,6.187439284073463,0.684,448.83,16.95,1650,918,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9118,7986,5289,6.166079450815229,0.593,591.58,20.01,2718,1641,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8558,2837,1968,8.141873843594315,0.861,363.85,10.81,926,583,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4518,4641,2654,7.217436276600814,1.954,788.8,25.31,385,140,7.3,Estimated Synergy (Co-digestion),Synthetic
0,977,4870,2647,8.898064377390625,0.445,387.43,11.84,1750,871,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2474,4272,2976,8.52332192681661,0.367,431.31,12.47,1515,966,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6221,4276,2182,8.348545853959973,1.528,1656.58,25.84,1043,467,7.3,Estimated Synergy (Co-digestion),Synthetic
1,9674,4574,2778,8.211657670713915,0.696,585.23,22.23,1369,748,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5855,5602,2890,7.07839386556183,1.586,580.72,17.14,838,345,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,714,6050,3834,8.664816589534517,0.827,683.26,14.86,1523,850,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3908,7246,4596,6.722044769177656,0.75,876.26,13.32,2530,1466,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2613,2798,1603,6.158807806706455,1.441,1036.45,21.57,618,306,7.1,Estimated Synergy (Co-digestion),Synthetic
2,1977,5972,3212,8.456240431152574,0.643,1597.64,22.61,1166,530,7.2,Estimated Synergy (Co-digestion),Synthetic
0,1179,2227,1397,8.92430953026124,1.182,86.2,17.11,592,329,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7333,3102,2093,7.505461126621533,1.166,859.17,33.07,446,238,7.1,Estimated Synergy (Co-digestion),Synthetic
0,9699,7965,4463,7.152057221894875,1.566,2048.41,20.06,1548,733,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3086,2400,1414,7.65207147441194,1.582,191.36,23.33,448,221,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4411,4602,2480,6.260245906504145,0.635,273.17,16.98,1753,870,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,7392,6039,3895,6.339693669777376,0.889,962.11,23.69,790,392,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3341,5057,3236,7.23605321685497,0.464,597.53,17.28,1341,761,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8090,6072,3530,8.033044623353096,0.822,2223.55,30.41,1379,695,7.2,Estimated Synergy (Co-digestion),Synthetic
0,8895,7257,3903,8.676713746614318,0.793,636.66,18.78,2246,1090,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9358,4886,2756,6.4049354582149265,0.494,636.34,14.35,1990,1039,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2296,6183,3181,8.797919081399787,0.922,1814.26,20.47,1529,691,7.3,Estimated Synergy (Co-digestion),Synthetic
2,8315,5003,2633,8.576234905588741,1.231,1092.18,25.75,1176,539,7.3,Estimated Synergy (Co-digestion),Synthetic
0,1046,3186,1790,8.08239496192871,0.365,288.98,19.05,712,346,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6221,6811,4327,8.40963636973228,1.177,2484.25,28.21,1609,892,7.3,Estimated Synergy (Co-digestion),Synthetic
1,769,6471,4200,7.1368677294375225,0.549,548.42,21.26,1328,736,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,7719,7000,3824,8.126700018754747,1.334,1610.17,20.02,2091,1028,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2611,2783,1821,6.226581258077661,1.545,624.51,28.04,674,386,7.1,Estimated Synergy (Co-digestion),Synthetic
0,8672,5649,3736,7.378898263069381,0.679,1606.69,20.86,1187,673,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2096,3425,2321,7.3257235349367775,0.576,605.48,29.55,418,213,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,932,6692,3926,8.242791384298327,0.889,672.96,10.63,2262,1209,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4431,3304,1768,6.532673759139668,1.724,894.17,19.49,476,201,7.2,Estimated Synergy (Co-digestion),Synthetic
0,4364,5133,3496,8.925261509123043,0.551,909.28,16.38,1935,1213,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3641,6811,3991,6.861773084631203,0.761,654.32,22.86,2964,1617,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7332,3806,2143,8.187720747292705,1.599,1778.84,31.64,573,258,7.2,Estimated Synergy (Co-digestion),Synthetic
0,9581,5765,3026,6.319653741648339,1.248,689.06,18.38,597,222,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3056,5722,3579,7.0956837787706455,1.136,1127.07,30.99,224,35,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6558,4756,2472,6.163535669732577,1.194,1032.7,22.54,1307,605,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9084,5458,3503,7.446675691011979,0.697,1071.96,24.32,1913,1122,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9859,3129,1642,8.886587628833974,0.47,488.57,13.07,1367,668,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3285,4194,2404,7.857364200140089,0.556,889.2,29.73,1085,550,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3372,2877,1549,7.248854785633064,0.64,323.99,10.73,1047,517,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2422,4556,2826,6.321740500487538,1.017,760.43,31.89,748,379,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3516,6626,4392,6.701768462338155,0.465,763.07,13.26,2590,1585,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,7686,2680,1384,7.860004000432225,0.782,638.81,21.15,683,311,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3327,4152,2084,6.2253687304635275,0.597,486.53,8.47,1240,560,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2611,2449,1547,7.532048953341548,0.997,464.8,28.11,421,219,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9525,3437,2049,8.041700524082145,0.837,509.05,19.99,901,475,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5873,6594,3794,8.710008019568114,0.391,338.79,26.37,1841,945,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2831,6007,3122,8.436538761878253,1.532,889.53,31.29,1066,460,7.2,Estimated Synergy (Co-digestion),Synthetic
0,3244,5587,3518,8.094211639210204,1.116,525.53,14.56,1357,749,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7124,5148,2624,7.708003895721675,1.064,2191.74,24.45,649,252,7.2,Estimated Synergy (Co-digestion),Synthetic
2,2499,6640,4333,6.409509036250746,0.829,2392.23,18.39,923,472,7.2,Estimated Synergy (Co-digestion),Synthetic
2,9952,7387,5004,7.923797127770609,1.072,2017.58,25.01,1197,661,7.1,Estimated Synergy (Co-digestion),Synthetic
1,5746,6945,3886,6.379392736210713,0.764,637.36,17.12,2658,1371,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1041,6023,4035,6.877545061023093,0.458,465.83,14.11,2506,1558,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7287,2032,1395,8.50487032515635,0.777,192.03,14.38,756,477,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6002,4752,2604,6.250137161306279,1.541,794.17,25.68,600,250,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,830,6890,3985,7.1061087720118845,1.548,1483.71,26.61,305,57,7.0,Estimated Synergy (Co-digestion),Synthetic
1,9958,6424,4247,6.839021569639329,0.469,861.12,21.09,2532,1546,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8099,7328,4471,8.450380108723042,1.64,3027.47,27.06,1645,869,7.0,Estimated Synergy (Co-digestion),Synthetic
1,4612,6759,3585,8.00012656618937,0.53,778.21,17.63,2251,1086,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2753,7611,4039,8.588892139426427,0.479,733.91,15.19,3636,1808,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9404,4675,3071,8.385863547143053,0.673,1445.23,31.16,1121,644,7.2,Estimated Synergy (Co-digestion),Synthetic
0,4825,5677,2974,8.40796873245666,0.615,1135.66,27.37,1140,508,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1344,5223,3081,7.013451129964692,0.587,364.37,22.42,1639,874,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1009,2372,1424,6.5478753907593035,1.289,640.09,28.6,294,134,7.1,Estimated Synergy (Co-digestion),Synthetic
2,880,3019,1689,6.09884360473659,1.23,672.9,22.13,792,392,7.4,Estimated Synergy (Co-digestion),Synthetic
0,9367,5088,2587,6.9288022352565,0.841,1423.17,27.83,803,331,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1073,7494,4666,6.7850140999125195,0.481,328.83,19.36,502,173,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4744,5138,2988,6.573832113112191,0.619,706.28,19.51,2337,1269,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,546,2108,1105,7.60210833961397,1.739,441.45,28.15,386,169,7.1,Estimated Synergy (Co-digestion),Synthetic
1,5205,4922,3201,8.73477368341838,0.61,502.0,18.15,2419,1477,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1900,7918,5018,6.378850417753707,1.59,485.83,28.13,1727,944,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,873,6605,3887,7.853439583767859,1.541,825.35,36.04,693,291,7.1,Estimated Synergy (Co-digestion),Synthetic
1,6902,2106,1187,8.192784107799099,0.518,295.7,10.09,536,266,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5292,4015,2049,8.579243417055201,1.028,773.89,20.55,965,431,7.4,Estimated Synergy (Co-digestion),Synthetic
2,248,3754,2144,6.302843044908122,1.728,946.86,25.86,735,355,7.1,Estimated Synergy (Co-digestion),Synthetic
0,5792,6218,4068,6.684301133707155,1.624,1107.65,21.71,900,466,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2686,4648,3028,8.272645179400115,1.501,1631.59,21.87,1100,626,7.2,Estimated Synergy (Co-digestion),Synthetic
1,5869,7733,4040,8.801962255537852,0.424,621.15,13.48,3228,1565,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7827,2295,1539,8.344906336329633,0.411,181.35,10.3,1057,663,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9328,2906,1767,8.903909390309867,0.753,1246.62,24.34,779,421,7.1,Estimated Synergy (Co-digestion),Synthetic
2,3181,7448,5046,7.103552083822375,0.79,2598.6,23.01,417,131,7.4,Estimated Synergy (Co-digestion),Synthetic
1,5930,2625,1677,8.476374977388856,0.38,276.58,15.83,1144,681,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4590,7193,4164,6.762093053396958,1.722,1797.79,32.5,622,235,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,4825,4245,2122,8.417673507590562,0.42,316.75,18.7,1145,509,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,4637,6899,3619,6.442357801424704,0.411,413.02,26.23,1265,555,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,137,4072,2079,6.421497029386552,1.18,271.69,23.27,679,284,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4251,3751,1934,6.318390057927059,1.148,617.67,35.21,839,375,7.2,Estimated Synergy (Co-digestion),Synthetic
0,4629,7121,4702,7.891252855144063,0.72,813.14,25.24,1976,1164,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6300,7059,4097,6.4543728672012435,1.105,2835.39,22.92,1613,813,7.3,Estimated Synergy (Co-digestion),Synthetic
1,9380,6183,4264,6.737999220920385,0.641,783.54,18.59,2731,1755,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2208,6793,3717,6.29357100814935,0.623,605.69,10.89,3250,1667,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8039,5034,2713,8.881705608970305,0.459,710.92,24.16,1711,841,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7169,5810,3433,7.4123549910381215,1.547,2998.12,25.88,969,469,7.2,Estimated Synergy (Co-digestion),Synthetic
0,4060,5811,3694,6.528247899095149,1.321,1057.71,18.52,1170,633,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9736,3345,1993,7.119622107315381,1.278,1415.75,23.54,112,19,7.3,Estimated Synergy (Co-digestion),Synthetic
2,2785,3193,1787,6.7890775072283525,0.786,717.42,23.73,328,130,7.3,Estimated Synergy (Co-digestion),Synthetic
1,4811,7969,5325,7.73929937230282,0.736,727.13,22.72,3283,2034,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4192,6783,4490,7.609734570085861,0.939,962.92,22.06,506,200,7.3,Estimated Synergy (Co-digestion),Synthetic
0,940,7681,4802,6.451633764186674,0.984,908.3,24.87,1296,666,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7836,2656,1375,7.301334823221461,1.084,965.88,25.77,174,49,7.3,Estimated Synergy (Co-digestion),Synthetic
2,9940,2671,1716,6.588702845063567,1.446,850.49,26.15,412,213,7.1,Estimated Synergy (Co-digestion),Synthetic
0,6863,3986,2036,8.66361879555399,1.096,334.17,14.79,1215,559,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7334,4332,2170,6.10552389459479,1.489,936.62,21.33,731,301,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9786,2852,1859,6.504633277300625,1.613,661.18,34.56,471,251,7.3,Estimated Synergy (Co-digestion),Synthetic
2,2688,3782,2350,7.21411762298751,0.914,759.94,29.54,378,164,7.4,Estimated Synergy (Co-digestion),Synthetic
1,4339,5936,3423,8.509860631102974,0.679,642.37,13.12,1763,914,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5180,2864,1716,8.002246591601493,0.556,1177.54,26.03,549,278,7.1,Estimated Synergy (Co-digestion),Synthetic
